data_item,version_id,description,interpretation,data_structure,length_old,min_length,max_length,conf_length,table_id,function_area,date,modification,section,anchor,owl_gen
16,2,Application acknowledgement type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,11/25/95,O,2.10.1.16,hl7chp2.html#Heading100,FALSE
16,3,Application Acknowledgement Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,,O,2.24.1.16,ch2.htm#Heading327,FALSE
16,4,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,4/14/99,O,2.24.1.16,ch2.html#Heading407,FALSE
16,5,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,10/28/00,O,2.16.9.16,ch02.htm#Heading460,FALSE
16,6,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,8/22/03,O,2.15.9.16,ch02.html#Heading228,FALSE
16,7,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,10/26/07,O,2.14.9.16,ch02.html#Heading183,FALSE
16,8,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2..2,2,2,,155,,3/6/11,O,2.14.9.16,ch02.html#Heading176,FALSE
16,9,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2..2,2,2,,155,,3/17/14,O,2.14.9.16,ch02.html#Heading192,FALSE
16,61,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2,,2,,155,,5/8/07,O,2.15.9.16,ch02.html#Heading228,FALSE
16,81,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2..2,2,2,,155,,3/10/13,O,2.14.9.16,ch02.html#Heading176,FALSE
16,91,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2..2,,,,155,,11/2/14,O,2.14.9.16,ch02.html#Heading192,FALSE
16,92,Application Acknowledgment Type,Bedingung für Verarbeitungsbestätigung,ID,2..2,2,2,,155,,7/13/15,O,2.14.9.16,ch02.html#Heading192,FALSE
17,2,Country code,Ursprungsland der Nachricht,ID,2,,2,,0,,11/25/95,O,2.10.1.17,hl7chp2.html#Heading101,FALSE
17,3,Country Code,Ursprungsland der Nachricht,ID,2,,2,,0,,,O,2.24.1.17,ch2.htm#Heading328,FALSE
17,4,Country Code,Ursprungsland der Nachricht,ID,2,,2,,0,,4/14/99,O,2.24.1.17,ch2.html#Heading408,FALSE
17,5,Country Code,Ursprungsland der Nachricht,ID,3,,3,,399,,10/28/00,O,2.16.9.17,ch02.htm#Heading461,FALSE
17,6,Country Code,Ursprungsland der Nachricht,ID,3,,3,,399,,8/22/03,O,2.15.9.17,ch02.html#Heading229,FALSE
17,7,Country Code,Ursprungsland der Nachricht,ID,3,,3,,399,,10/26/07,O,2.14.9.17,ch02.html#Heading184,FALSE
17,8,Country Code,Ursprungsland der Nachricht,ID,3..3,3,3,,399,,3/6/11,O,2.14.9.17,ch02.html#Heading177,FALSE
17,9,Country Code,Ursprungsland der Nachricht,ID,3..3,3,3,,399,,3/17/14,O,2.14.9.17,ch02.html#Heading193,FALSE
17,61,Country Code,Ursprungsland der Nachricht,ID,3,,3,,399,,5/8/07,O,2.15.9.17,ch02.html#Heading229,FALSE
17,81,Country Code,Ursprungsland der Nachricht,ID,3..3,3,3,,399,,3/10/13,O,2.14.9.17,ch02.html#Heading177,FALSE
17,91,Country Code,Ursprungsland der Nachricht,ID,3..3,,,,399,,11/2/14,O,2.14.9.17,ch02.html#Heading193,FALSE
17,92,Country Code,Ursprungsland der Nachricht,ID,3..3,3,3,,399,,7/13/15,O,2.14.9.17,ch02.html#Heading193,FALSE
18,2,Acknowledgement code,Bestätigungscode,ID,2,,2,,8,,11/25/95,O,2.10.2.1,hl7chp2.html#Heading103,FALSE
18,3,Acknowledgement code,Bestätigungscode,ID,2,,2,,8,,,O,2.24.2.1,ch2.htm#Heading332,FALSE
18,4,Acknowledgement Code,Bestätigungscode,ID,2,,2,,8,,4/14/99,O,2.24.2.1,ch2.html#Heading414,FALSE
18,5,Acknowledgement Code,Bestätigungscode,ID,2,,2,,8,,10/28/00,O,2.16.8.1,ch02.htm#Heading437,FALSE
18,6,Acknowledgment Code,Bestätigungscode,ID,2,,2,,8,,8/22/03,O,2.15.8.1,ch02.html#Heading205,FALSE
18,7,Acknowledgment Code,Bestätigungscode,ID,2,,2,,8,,10/26/07,O,2.14.8.1,ch02.html#Heading158,TRUE
18,8,Acknowledgment Code,Bestätigungscode,ID,2..2,2,2,,8,,3/6/11,O,2.14.8.1,ch02.html#Heading152,FALSE
18,9,Acknowledgment Code,Bestätigungscode,ID,2..2,2,2,,8,,3/17/14,O,2.14.8.1,ch02.html#Heading167,FALSE
18,61,Acknowledgment Code,Bestätigungscode,ID,2,,2,,8,,5/8/07,O,2.15.8.1,ch02.html#Heading205,FALSE
18,81,Acknowledgment Code,Bestätigungscode,ID,2..2,2,2,,8,,3/10/13,O,2.14.8.1,ch02.html#Heading152,FALSE
18,91,Acknowledgment Code,Bestätigungscode,ID,2..2,,,,8,,11/2/14,O,2.14.8.1,ch02.html#Heading167,FALSE
18,92,Acknowledgment Code,Bestätigungscode,ID,2..2,2,2,,8,,7/13/15,O,2.14.8.1,ch02.html#Heading167,FALSE
20,1,PATIENT ADDRESS,Adresse des Patienten,AD,106,,106,,0,ADT,11/25/95,O,,,FALSE
20,2,Text Message,Text für Fehlermeldung,ST,80,,80,,0,,11/25/95,O,2.10.2.3,hl7chp2.html#Heading105,FALSE
20,3,Text Message,Klartexterläuterung,ST,80,,80,,0,,,O,2.24.2.3,ch2.htm#Heading334,FALSE
20,4,Text Message,Klartexterläuterung,ST,80,,80,,0,,4/14/99,O,2.24.2.3,ch2.html#Heading416,FALSE
20,5,Text Message,Klartexterläuterung,ST,80,,80,,0,,10/28/00,O,2.16.8.3,ch02.htm#Heading439,FALSE
20,6,Text Message,Klartexterläuterung,ST,80,,80,,0,,8/22/03,O,2.15.8.3,ch02.html#Heading207,FALSE
20,7,Text Message,Klartexterläuterung,ST,,,,,0,,10/26/07,O,2.14.8.3,ch02.html#Heading160,FALSE
20,8,Text Message,Klartexterläuterung,-,,,,,0,,3/6/11,O,2.14.8.3,ch02.html#Heading154,FALSE
20,9,Text Message,Klartexterläuterung,-,0,0,0,,0,,3/17/14,O,2.14.8.3,ch02.html#Heading169,FALSE
20,61,Text Message,Klartexterläuterung,ST,80,,80,,0,,5/8/07,O,2.15.8.3,ch02.html#Heading207,FALSE
20,81,Text Message,Klartexterläuterung,-,0,0,0,,0,,3/10/13,O,2.14.8.3,ch02.html#Heading154,FALSE
20,91,Text Message,Klartexterläuterung,-,0,,,,0,,11/2/14,O,2.14.8.3,ch02.html#Heading169,FALSE
20,92,Text Message,Klartexterläuterung,-,0,,,,0,,7/13/15,O,2.14.8.3,ch02.html#Heading169,FALSE
21,2,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,11/25/95,O,2.10.2.4,hl7chp2.html#Heading106,FALSE
21,3,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,,O,2.24.2.4,ch2.htm#Heading335,FALSE
21,4,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,4/14/99,O,2.24.2.4,ch2.html#Heading417,FALSE
21,5,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,10/28/00,O,2.16.8.4,ch02.htm#Heading440,FALSE
21,6,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,8/22/03,O,2.15.8.4,ch02.html#Heading208,FALSE
21,7,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,10/26/07,O,2.14.8.4,ch02.html#Heading161,FALSE
21,8,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,,,,,0,,3/6/11,O,2.14.8.4,ch02.html#Heading155,FALSE
21,9,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,0,0,0,,0,,3/17/14,O,2.14.8.4,ch02.html#Heading170,FALSE
21,61,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,15,,15,,0,,5/8/07,O,2.15.8.4,ch02.html#Heading208,FALSE
21,81,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,0,0,0,,0,,3/10/13,O,2.14.8.4,ch02.html#Heading155,FALSE
21,91,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,0,,,,0,,11/2/14,O,2.14.8.4,ch02.html#Heading170,FALSE
21,92,Expected Sequence Number,Erwartete laufende Nummer der Nachricht,NM,0,,,,0,,7/13/15,O,2.14.8.4,ch02.html#Heading170,FALSE
22,2,Delayed Acknowledgement type,Art der verzögerten Empfangsbestätigung (veraltet),ID,1,,1,,102,,11/25/95,O,2.10.2.5,hl7chp2.html#Heading107,FALSE
22,3,Delayed Acknowledgement Type,Art der verzögerten Empfangsbestätigung (veraltet),ID,1,,1,,102,,,O,2.24.2.5,ch2.htm#Heading336,FALSE
22,4,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,ID,1,,1,,102,,4/14/99,O,2.24.2.5,ch2.html#Heading418,FALSE
22,5,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,ID,1,,1,,102,,10/28/00,O,2.16.8.5,ch02.htm#Heading441,FALSE
22,6,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,ID,,,,,0,,8/22/03,O,2.15.8.5,ch02.html#Heading209,FALSE
22,7,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,,,,,0,,10/26/07,O,2.14.8.5,ch02.html#Heading162,FALSE
22,8,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,,,,,0,,3/6/11,O,2.14.8.5,ch02.html#Heading156,FALSE
22,9,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,0,0,0,,0,,3/17/14,O,2.14.8.5,ch02.html#Heading171,FALSE
22,61,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,,,,,0,,5/9/07,O,2.15.8.5,ch02.html#Heading209,FALSE
22,81,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,0,0,0,,0,,3/10/13,O,2.14.8.5,ch02.html#Heading156,FALSE
22,91,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,0,,,,0,,11/2/14,O,2.14.8.5,ch02.html#Heading171,FALSE
22,92,Delayed Acknowledgment Type,Bestätigung mit Zeitversatz,-,0,,,,0,,7/13/15,O,2.14.8.5,ch02.html#Heading171,FALSE
23,2,Error Condition,Fehlerbeschreibung,CE,100,,100,,0,,11/25/95,O,2.10.2.6,hl7chp2.html#Heading108,FALSE
23,3,Error Condition,Fehlerbeschreibung,CE,100,,100,,0,,,O,2.24.2.6,ch2.htm#Heading337,FALSE
23,4,Error Condition,Fehlerbeschreibung,CE,100,,100,,0,,4/14/99,O,2.24.2.6,ch2.html#Heading419,FALSE
23,5,Error Condition,Fehlerbeschreibung,CE_0357,250,,250,,357,,3/1/01,O,2.16.8.6,ch02.htm#Heading442,FALSE
23,6,Error Condition,Fehlerbeschreibung,CE,250,,250,,357,,8/22/03,O,2.15.8.6,ch02.html#Heading210,FALSE
23,7,Error Condition,Fehlerbeschreibung,CNE,,,,,357,,10/26/07,O,2.14.8.6,ch02.html#Heading163,FALSE
23,8,Error Condition,Fehlerbeschreibung,-,,,,,0,,3/6/11,O,2.14.8.6,ch02.html#Heading157,FALSE
23,9,Error Condition,Fehlerbeschreibung,-,0,0,0,,0,,3/17/14,O,2.14.8.6,ch02.html#Heading172,FALSE
23,61,Error Condition,Fehlerbeschreibung,CE,250,,250,,357,,5/8/07,O,2.15.8.6,ch02.html#Heading210,FALSE
23,81,Error Condition,Fehlerbeschreibung,-,0,0,0,,0,,3/10/13,O,2.14.8.6,ch02.html#Heading157,FALSE
23,91,Error Condition,Fehlerbeschreibung,-,0,,,,0,,11/2/14,O,2.14.8.6,ch02.html#Heading172,FALSE
23,92,Error Condition,Fehlerbeschreibung,-,0,,,,0,,7/13/15,O,2.14.8.6,ch02.html#Heading172,FALSE
24,2,Error Code and Location,Fehlernummer und -ort,CM_ELD,80,,80,,60,,11/25/95,O,2.10.3.1,hl7chp2.html#Heading110,FALSE
24,3,Error Code and Location,Fehlernummer und -ort,CM_ELD,80,,80,,0,,2/2/01,O,2.24.3.1,ch2.htm#Heading339,FALSE
24,4,Error Code and Location,Fehlernummer und -ort,ELD,80,,80,,0,,2/2/01,O,2.24.3.1,ch2.html#Heading422,FALSE
24,5,Error Code and Location,Fehlernummer und -ort,ELD,80,,80,,0,,2/2/01,O,2.16.5.1,ch02.htm#Heading416,FALSE
24,6,Error Code and Location,Fehlernummer und -ort,ELD,493,,493,,0,,8/22/03,O,2.15.5.1,ch02.html#Heading173,FALSE
24,7,Error Code and Location,Fehlernummer und -ort,ELD,,,,,0,,10/26/07,O,2.14.5.1,ch02.html#Heading124,FALSE
24,8,Error Code and Location,Fehlernummer und -ort,-,,,,,0,,3/6/11,O,2.14.5.1,ch02.html#Heading121,FALSE
24,9,Error Code and Location,Fehlernummer und -ort,-,0,0,0,,0,,3/17/14,O,2.14.5.1,ch02.html#Heading133,FALSE
24,61,Error Code and Location,Fehlernummer und -ort,ELD,493,,493,,0,,5/8/07,O,2.15.5.1,ch02.html#Heading173,FALSE
24,81,Error Code and Location,Fehlernummer und -ort,-,0,0,0,,0,,3/10/13,O,2.14.5.1,ch02.html#Heading121,FALSE
24,91,Error Code and Location,Fehlernummer und -ort,-,0,,,,0,,11/2/14,O,2.14.5.1,ch02.html#Heading133,FALSE
24,92,Error Code and Location,Fehlernummer und -ort,-,0,,,,0,,7/13/15,O,2.14.5.1,ch02.html#Heading133,FALSE
25,2,Query date / time,Anfragezeitpunkt,TS,26,,26,,0,,11/25/95,O,2.10.4.1,hl7chp2.html#Heading112,FALSE
25,3,Query Date/Time,Anfragezeitpunkt,TS,26,,26,,0,R,,O,2.24.4.1,ch2.htm#Heading341,FALSE
25,4,Query Date/Time,Anfragezeitpunkt,TS,26,,26,,0,,4/14/99,O,2.24.4.1,ch2.html#Heading425,FALSE
25,5,Query Date/Time,Anfragezeitpunkt,TS,26,,26,,0,,10/28/00,O,5.10.5.3.1,ch05.htm#Heading193,FALSE
25,6,Query Date/Time,Anfragezeitpunkt,TS,26,,26,,0,,8/22/03,O,5.10.5.3.1,ch05.html#Heading191,FALSE
25,7,Query Date/Time,Anfragezeitpunkt,DTM,24,,24,,0,,10/26/07,O,5.10.4.1.1,ch05.html#Heading176,FALSE
25,61,Query Date/Time,Anfragezeitpunkt,TS,26,,26,,0,,5/8/07,O,5.10.5.3.1,ch05.html#Heading191,FALSE
26,1,COUNTY CODE,Gemeindekennziffer,ID,4,,4,,0,ADT,11/25/95,O,,,FALSE
26,2,Query Format Code,Format der Antwort,ID,1,,1,,106,,11/25/95,O,2.10.4.2,hl7chp2.html#Heading113,FALSE
26,3,Query Format Code,Format der Antwort,ID,1,,1,,106,,,O,2.24.4.2,ch2.htm#Heading342,FALSE
26,4,Query Format Code,Format der Antwort,ID,1,,1,,106,,4/14/99,O,2.24.4.2,ch2.html#Heading426,FALSE
26,5,Query Format Code,Format der Antwort,ID,1,,1,,106,,10/28/00,O,5.10.5.3.2,ch05.htm#Heading194,FALSE
26,6,Query Format Code,Format der Antwort,ID,1,,1,,106,,8/22/03,O,5.10.5.3.2,ch05.html#Heading192,FALSE
26,7,Query Format Code,Format der Antwort,ID,1,,1,,106,,10/26/07,O,5.10.4.1.2,ch05.html#Heading177,FALSE
26,61,Query Format Code,Format der Antwort,ID,1,,1,,106,,5/8/07,O,5.10.5.3.2,ch05.html#Heading192,FALSE
27,2,Query Priority,Anfragepriorität,ID,1,,1,,91,,11/25/95,O,2.10.4.3,hl7chp2.html#Heading114,FALSE
27,3,Query Priority,Anfragepriorität,ID,1,,1,,91,,,O,2.24.4.3,ch2.htm#Heading343,FALSE
27,4,Query Priority,Anfragepriorität,ID,1,,1,,91,,4/14/99,O,2.24.4.3,ch2.html#Heading427,FALSE
27,5,Query Priority,Anfragepriorität,ID,1,,1,,91,,10/28/00,O,5.10.5.3.3,ch05.htm#Heading195,FALSE
27,6,Query Priority,Anfragepriorität,ID,1,,1,,91,,8/22/03,O,5.5.6.1,ch05.html#Heading87,FALSE
27,7,Query Priority,Anfragepriorität,ID,1,,1,,91,,10/26/07,O,5.10.4.1.3,ch05.html#Heading178,FALSE
27,8,Query Priority,Anfragepriorität,ID,1..1,1,1,,91,,3/6/11,O,5.5.6.1,ch05.html#Heading77,FALSE
27,9,Query Priority,Anfragepriorität,ID,1..1,1,1,,91,,3/17/14,O,5.5.6.1,ch05.html#Heading87,FALSE
27,61,Query Priority,Anfragepriorität,ID,1,,1,,91,,5/8/07,O,5.10.5.3.3,ch05.html#Heading193,FALSE
27,81,Query Priority,Anfragepriorität,ID,1..1,1,1,,91,,3/10/13,O,5.5.6.1,ch05.html#Heading77,FALSE
27,91,Query Priority,Anfragepriorität,ID,1..1,,,,91,,11/2/14,O,5.5.6.1,ch05.html#Heading87,FALSE
27,92,Query Priority,Anfragepriorität,ID,1..1,1,1,,91,,7/13/15,O,5.5.6.1,ch05.html#Heading87,FALSE
28,2,Query ID,Anfragekennung,ST,10,,10,,0,,11/25/95,O,2.10.4.4,hl7chp2.html#Heading115,FALSE
28,3,Query ID,Anfragekennung,ST,10,,10,,0,,,O,2.24.4.4,ch2.htm#Heading344,FALSE
28,4,Query ID,Anfragekennung,ST,10,,10,,0,,4/14/99,O,2.24.4.4,ch2.html#Heading428,FALSE
28,5,Query ID,Anfragekennung,ST,10,,10,,0,,10/28/00,O,5.10.5.3.4,ch05.htm#Heading196,FALSE
28,6,Query ID,Anfragekennung,ST,10,,10,,0,,8/22/03,O,5.10.5.3.4,ch05.html#Heading194,FALSE
28,7,Query ID,Anfragekennung,ST,10,,10,,0,,10/26/07,O,5.10.4.1.4,ch05.html#Heading179,FALSE
28,61,Query ID,Anfragekennung,ST,10,,10,,0,,5/8/07,O,5.10.5.3.4,ch05.html#Heading194,FALSE
29,1,EVENT TYPE CODE,Code des Ereignistyps,ID,3,,3,,3,ADT,11/25/95,O,3-11,,FALSE
29,2,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,11/25/95,O,2.10.4.5,hl7chp2.html#Heading116,FALSE
29,3,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,,O,2.24.4.5,ch2.htm#Heading345,FALSE
29,4,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,4/14/99,O,2.24.4.5,ch2.html#Heading429,FALSE
29,5,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,10/28/00,O,5.10.5.3.5,ch05.htm#Heading197,FALSE
29,6,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,8/22/03,O,5.10.5.3.5,ch05.html#Heading195,FALSE
29,7,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,10/26/07,O,5.10.4.1.5,ch05.html#Heading180,FALSE
29,61,Deferred Response Type,Frühestens / spätestens (zu QRD-6),ID,1,,1,,107,,5/8/07,O,5.10.5.3.5,ch05.html#Heading195,FALSE
30,1,DATE/TIME OF EVENT,Zeitpunkt des Ereignisses,TS,19,,19,,0,ADT,11/25/95,O,,,FALSE
30,2,Deferred response date / time,Antwortzeitpunkt,TS,26,,26,,0,,11/25/95,O,2.10.4.6,hl7chp2.html#Heading117,FALSE
30,3,Deferred Response Date/Time,Antwortzeitpunkt,TS,26,,26,,0,O,,O,2.24.4.6,ch2.htm#Heading346,FALSE
30,4,Deferred Response Date/Time,Antwortzeitpunkt,TS,26,,26,,0,,4/14/99,O,2.24.4.6,ch2.html#Heading430,FALSE
30,5,Deferred Response Date/Time,Antwortzeitpunkt,TS,26,,26,,0,,10/28/00,O,5.10.5.3.6,ch05.htm#Heading198,FALSE
30,6,Deferred Response Date/Time,Antwortzeitpunkt,TS,26,,26,,0,,8/22/03,O,5.10.5.3.6,ch05.html#Heading196,FALSE
30,7,Deferred Response Date/Time,Antwortzeitpunkt,DTM,24,,24,,0,,10/26/07,O,5.10.4.1.6,ch05.html#Heading181,FALSE
30,61,Deferred Response Date/Time,Antwortzeitpunkt,TS,26,,26,,0,,5/8/07,O,5.10.5.3.6,ch05.html#Heading196,FALSE
31,2,Quantity Limited Request,Maximale Länge der Antwort,CQ_COMP_QUANT,10,,10,,126,,11/25/95,O,2.10.4.7,hl7chp2.html#Heading118,FALSE
31,3,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,,O,2.24.4.7,ch2.htm#Heading347,FALSE
31,4,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,4/14/99,O,2.24.4.7,ch2.html#Heading431,FALSE
31,5,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,10/28/00,O,5.10.5.3.7,ch05.htm#Heading199,FALSE
31,6,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,8/22/03,O,5.5.6.2,ch05.html#Heading88,FALSE
31,7,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,10/26/07,O,5.10.4.1.7,ch05.html#Heading182,FALSE
31,8,Quantity Limited Request,Maximale Länge der Antwort,CQ,,,,,126,,3/6/11,O,5.5.6.2,ch05.html#Heading78,FALSE
31,9,Quantity Limited Request,Maximale Länge der Antwort,CQ,0,0,0,,126,,3/17/14,O,5.5.6.2,ch05.html#Heading88,FALSE
31,61,Quantity Limited Request,Maximale Länge der Antwort,CQ,10,,10,,126,,5/8/07,O,5.10.5.3.7,ch05.html#Heading197,FALSE
31,81,Quantity Limited Request,Maximale Länge der Antwort,CQ,0,0,0,,126,,3/10/13,O,5.5.6.2,ch05.html#Heading78,FALSE
31,91,Quantity Limited Request,Maximale Länge der Antwort,CQ,0,,,,126,,11/2/14,O,5.5.6.2,ch05.html#Heading88,FALSE
31,92,Quantity Limited Request,Maximale Länge der Antwort,CQ,0,,,,126,,7/13/15,O,5.5.6.2,ch05.html#Heading88,FALSE
32,1,DATE/TIME PLANNED EVENT,Zeitpunkt des geplanten Ereignisses,TS,19,,19,,0,ADT,11/25/95,O,,,FALSE
32,2,Who Subject Filter,Suchbegriff - Person,ST,20,,20,,0,,11/25/95,O,2.10.4.8,hl7chp2.html#Heading119,FALSE
32,3,Who Subject Filter,Suchbegriff - Person,XCN,60,,60,,0,,,O,2.24.4.8,ch2.htm#Heading348,FALSE
32,4,Who Subject Filter,Suchbegriff - Person,XCN,60,,60,,0,,4/14/99,O,2.24.4.8,ch2.html#Heading432,FALSE
32,5,Who Subject Filter,Suchbegriff - Person,XCN,250,,250,,0,,10/28/00,O,5.10.5.3.8,ch05.htm#Heading200,FALSE
32,6,Who Subject Filter,Suchbegriff - Person,XCN,250,,250,,0,,8/22/03,O,5.10.5.3.8,ch05.html#Heading198,FALSE
32,7,Who Subject Filter,Suchbegriff - Person,XCN,250,,250,,0,,10/26/07,O,5.10.4.1.8,ch05.html#Heading183,FALSE
32,61,Who Subject Filter,Suchbegriff - Person,XCN,250,,250,,0,,5/8/07,O,5.10.5.3.8,ch05.html#Heading198,FALSE
33,2,What Subject Filter,Suchbegriff - Informationskategorie,ID,3,,3,,48,,11/25/95,O,2.10.4.9,hl7chp2.html#Heading120,FALSE
33,3,What Subject Filter,Suchbegriff - Informationskategorie,CE_0048,60,,60,,48,,,O,2.24.4.9,ch2.htm#Heading349,FALSE
33,4,What Subject Filter,Suchbegriff - Informationskategorie,CE_0048,60,,60,,48,,4/14/99,O,2.24.4.9,ch2.html#Heading433,FALSE
33,5,What Subject Filter,Suchbegriff - Informationskategorie,CE_0048,250,,250,,48,,3/1/01,O,5.10.5.3.9,ch05.htm#Heading201,FALSE
33,6,What Subject Filter,Suchbegriff - Informationskategorie,CE,250,,250,,48,,8/22/03,O,5.10.5.3.9,ch05.html#Heading199,FALSE
33,7,What Subject Filter,Suchbegriff - Informationskategorie,CWE,250,,250,,48,,10/26/07,O,5.10.4.1.9,ch05.html#Heading184,FALSE
33,61,What Subject Filter,Suchbegriff - Informationskategorie,CE,250,,250,,48,,5/8/07,O,5.10.5.3.9,ch05.html#Heading199,FALSE
34,1,PATIENT ID INTERNAL (INTERNAL ID),interne (lokale Pat.-ID),CK,16,,16,,61,ADT,12/4/02,O,,,FALSE
34,2,What Department Data Code,Suchbegriff - Objekte,ST,20,,20,,0,,11/25/95,O,2.10.4.10,hl7chp2.html#Heading121,FALSE
34,3,What Department Data Code,Suchbegriff - Objekte,CE,60,,60,,0,,,O,2.24.4.10,ch2.htm#Heading350,FALSE
34,4,What Department Data Code,Suchbegriff - Objekte,CE,60,,60,,0,,4/14/99,O,2.24.4.10,ch2.html#Heading434,FALSE
34,5,What Department Data Code,Suchbegriff - Objekte,CE,250,,250,,0,,10/28/00,O,5.10.5.3.1,ch05.htm#Heading202,FALSE
34,6,What Department Data Code,Suchbegriff - Objekte,CE,250,,250,,0,,8/22/03,O,5.10.5.3.1,ch05.html#Heading200,FALSE
34,7,What Department Data Code,Suchbegriff - Objekte,CWE,250,,250,,0,,10/26/07,O,5.10.4.1.10,ch05.html#Heading185,FALSE
34,61,What Department Data Code,Suchbegriff - Objekte,CE,250,,250,,0,,5/8/07,O,5.10.5.3.1,ch05.html#Heading200,FALSE
35,1,PATIENT ACCOUNT NUMBER,Debitorenkontonummer,CK,20,,20,,61,ADT,11/25/95,O,,,FALSE
35,2,What data code value qualifier,Suchbegriff - Objektbereich,CM_VR,20,,20,,0,,11/25/95,O,2.10.4.11,hl7chp2.html#Heading122,FALSE
35,3,What Data Code Value Qualifier,Suchbegriff - Objektbereich,CM_VR,20,,20,,0,,2/2/01,O,2.24.4.11,ch2.htm#Heading351,FALSE
35,4,What Data Code Value Qual.,Merkmalsgrenzen,VR,20,,20,,0,,2/2/01,O,2.24.4.11,ch2.html#Heading435,FALSE
35,5,What Data Code Value Qual.,Merkmalsgrenzen,VR,20,,20,,0,,2/2/01,O,5.10.5.3.1,ch05.htm#Heading203,FALSE
35,6,What Data Code Value Qual.,Merkmalsgrenzen,VR,20,,20,,0,,8/22/03,O,5.10.5.3.1,ch05.html#Heading201,FALSE
35,7,What Data Code Value Qual.,Merkmalsgrenzen,VR,20,,20,,0,,10/26/07,O,5.10.4.1.11,ch05.html#Heading186,FALSE
35,61,What Data Code Value Qual.,Merkmalsgrenzen,VR,20,,20,,0,,5/8/07,O,5.10.5.3.1,ch05.html#Heading201,FALSE
36,2,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,11/25/95,O,2.10.4.12,hl7chp2.html#Heading123,FALSE
36,3,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,,O,2.24.4.12,ch2.htm#Heading352,FALSE
36,4,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,4/14/99,O,2.24.4.12,ch2.html#Heading436,FALSE
36,5,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,10/28/00,O,5.10.5.3.1,ch05.htm#Heading204,FALSE
36,6,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,8/22/03,O,5.10.5.3.1,ch05.html#Heading202,FALSE
36,7,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,10/26/07,O,5.10.4.1.12,ch05.html#Heading187,FALSE
36,61,Query Results Level,Detaillierungsgrad der Antwort,ID,1,,1,,108,,5/8/07,O,5.10.5.3.1,ch05.html#Heading202,FALSE
