comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
42,81,Second Alternate Coding System OID,,0,O,ST,ST,3/29/13,
42,91,Second Alternate Coding System OID,,0,O,ST,ST,11/2/14,
43,1,MARITAL STATUS,Familienstand,0,O,ST,ST,,
43,2,physician ID,Aufnehmender Arzt,10,O,ID,ID,,3-29
43,6,Original Text,Originaltext,0,O,ST,ST,9/1/03,
43,7,Original Text,Originaltext,0,O,ST,ST,10/28/07,
43,9,Second Alternate Value Set OID,,0,O,ST,ST,3/18/14,
43,61,Original Text,Originaltext,0,O,ST,ST,5/10/07,
43,81,Second Alternate Value Set OID,,0,O,ST,ST,3/29/13,
43,91,Second Alternate Value Set OID,,0,O,ST,ST,11/2/14,
44,1,NEXT OF KIN RELATIONSHIP,Beziehung/Verwandschaftsverhältnis zum zu Benachri,0,O,ST,ST,,
44,2,source table id,Mitbehand. Ärzte (1.Arzt=Hausarzt),0,O,ID,ID,,3-29
44,6,ID Number,Identifikator,0,O,ST,ST,9/1/03,
44,7,ID Number,Identifikator,0,O,ST,ST,10/28/07,
44,9,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/18/14,
44,61,ID Number,Identifikator,0,O,ST,ST,5/10/07,
44,81,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/29/13,
44,91,Second Alternate Value Set Version ID,,0,O,DTM,DTM,11/2/14,
45,1,NEXT OF KIN NAME,Name des zu Benachrichtigenden,0,O,ST,ST,,
45,2,Adresse,Adresse,0,O,AD,AD,,3-29
45,6,Family Name,Familienname,0,O,ST,ST,9/1/03,
45,7,Family Name,Familienname,0,O,ST,ST,10/28/07,
45,9,Identifier,Schlüssel,0,O,ST,ST,3/18/14,
45,61,Family Name,Familienname,0,O,ST,ST,5/10/07,
45,81,Identifier,Schlüssel,0,O,ST,ST,3/29/13,
45,91,Identifier,Schlüssel,0,O,ST,ST,11/2/14,
46,1,PHONE NUMBER - HOME,private Telefonnummer des Patienten,0,O,ST,ST,,
46,2,Telefon,Telefonnummer,0,O,TN,TN,,3-29
46,6,Given Name,Vorname,0,O,ST,ST,9/1/03,
46,7,Given Name,Vorname,0,O,ST,ST,10/28/07,
46,9,Text,Text,0,O,ST,ST,3/18/14,
46,61,Given Name,Vorname,0,O,ST,ST,5/10/07,
46,81,Text,Text,0,O,ST,ST,3/29/13,
46,91,Text,Text,0,O,ST,ST,11/2/14,
47,1,PHONE NUMBER - BUSINESS,Telefonnummer (dienstlich),0,O,ST,ST,,
47,2,Faxnummer,Faxnummer,0,O,TN,TN,,3-29
47,6,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,9/1/03,
47,7,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,10/28/07,
47,9,Name of Coding System,Kodiersystem,396,O,ID,ID,3/18/14,
47,61,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,5/10/07,
47,81,Name of Coding System,Kodiersystem,396,O,ID,ID,3/29/13,
47,91,Name of Coding System,Kodiersystem,396,O,ID,ID,11/2/14,
48,1,PATIENT CLASS,Patientenstatus,0,O,ST,ST,,
48,2,Online-Nummer,Online-Nummer,0,O,TN,TN,,3-29
48,6,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,9/1/03,
48,7,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,10/28/07,
48,9,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,3/18/14,
48,61,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,5/10/07,
48,81,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,3/29/13,
48,91,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,11/2/14,
49,1,ASSIGNED PATIENT LOCATION,zugewiesener Aufenthaltsort,0,O,ST,ST,,
49,2,E-Mail,E-Mail-Adresse,0,O,ST,ST,,3-29
49,6,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,9/1/03,
49,7,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,10/28/07,
49,9,Alternate Text,alternativer Text,0,O,ST,ST,3/18/14,
49,61,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,5/10/07,
49,81,Alternate Text,alternativer Text,0,O,ST,ST,3/29/13,
49,91,Alternate Text,alternativer Text,0,O,ST,ST,11/2/14,
50,1,PRIOR PATIENT LOCATION,vorheriger Aufenthaltsort (bei Verlegung),0,O,ST,ST,,
50,2,financial class ID,Entgeltart,64,O,ID,ID,,3-31
50,6,"Degree (e.g., MD",nicht mehr verwenden,360,O,IS,IS,9/1/03,
50,7,"Degree (e.g., MD",nicht mehr verwenden,360,O,IS,IS,10/26/07,
50,9,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,3/18/14,
50,61,"Degree (e.g., MD",nicht mehr verwenden,360,O,IS,IS,5/10/07,
50,81,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,3/29/13,
50,91,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,11/2/14,
51,1,ATTENDING DOCTOR,behandelnder Arzt,0,O,ST,ST,,
51,2,effective date,Gültigkeitsbeginn,0,O,TS,TS,,
51,3,effective date,Gültigkeitsbeginn,0,O,TS,TS,2/2/01,
51,4,effective date,Gültigkeitsbeginn,0,O,TS,TS,2/2/01,
51,5,effective date,Gültigkeitsbeginn,0,O,TS,TS,2/2/01,
51,6,Source Table,Quelle der ID,297,O,IS,IS,9/1/03,
51,7,Source Table,Quelle der ID,297,O,IS,IS,10/26/07,
51,9,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,3/18/14,
51,61,Source Table,Quelle der ID,297,O,IS,IS,5/10/07,
51,81,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,3/29/13,
51,91,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,11/2/14,
52,1,HOSPITAL SERVICE,Art der vorgesehenen Behandlung,0,O,ST,ST,,
52,2,code,Entlassen nach,113,O,ID,ID,,3-32
52,6,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,9/1/03,
52,7,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,10/26/07,
52,9,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,3/18/14,
52,61,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,5/10/07,
52,81,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,3/29/13,
52,91,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,11/2/14,
53,1,TEMPORARY LOCATION,vorügergeh. Aufenthaltsort d.Pat.im Krh.,0,O,ST,ST,,
53,2,discharge location,,0,O,ID,ID,,3-32
53,3,discharge location,,0,O,ID,ID,2/2/01,3-32
53,4,discharge location,,0,O,IS,IS,2/2/01,3-32
53,5,discharge location,,0,O,ID,ID,2/2/01,3-32
53,6,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,9/1/03,
53,7,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,10/28/07,
53,9,Original Text,Originaltext,0,O,ST,ST,3/18/14,
53,61,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,5/10/07,
53,81,Original Text,Originaltext,0,O,ST,ST,3/29/13,
53,91,Original Text,Originaltext,0,O,ST,ST,11/2/14,
54,1,ADMIT SOURCE,einweisende Einrichtung,0,O,ST,ST,,
54,2,job code,Next of Kin Job Code/Class,0,O,ID,ID,,
54,3,job code,Next of Kin Job Code/Class,327,O,IS,IS,,"6-25,6-41"
54,4,job code,Next of Kin Job Code/Class,327,O,IS,IS,4/14/99,"6-25,6-41"
54,5,job code,Next of Kin Job Code/Class,327,O,IS,IS,7/8/00,"6-25,6-41"
54,6,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,9/1/03,
54,7,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,10/26/07,
54,9,Second Alternate Identifier,,0,O,ST,ST,3/18/14,
54,61,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,5/10/07,
54,81,Second Alternate Identifier,,0,O,ST,ST,3/29/13,
54,91,Second Alternate Identifier,,0,O,ST,ST,11/2/14,
55,1,AMBULATORY STATUS,med. Zustand bzw. Einschränkung,0,O,ST,ST,,
55,2,employee classification,Next of Kin Job Code/Class,0,O,ID,ID,,
55,3,employee classification,Next of Kin Job Code/Class,0,O,ID,ID,,
55,4,employee classification,Next of Kin Job Code/Class,0,O,ID,ID,4/14/99,
55,5,employee classification,Next of Kin Job Code/Class,0,O,ID,ID,7/8/00,
55,6,Price,Wert,0,O,MO,MO,9/1/03,
55,7,Price,Wert,0,O,MO,MO,10/28/07,
55,9,Second Alternate Text,,0,O,ST,ST,3/18/14,
55,61,Price,Wert,0,O,MO,MO,5/10/07,
55,81,Second Alternate Text,,0,O,ST,ST,3/29/13,
55,91,Second Alternate Text,,0,O,ST,ST,11/2/14,
56,1,WHEN TO CHARGE,Abrechnungszeitpunkt,0,O,ST,ST,,
56,2,account number,Bisherige Debitoren Kto. Nr.,0,O,NM,NM,,
56,3,account number,Bisherige Debitoren Kto. Nr.,0,O,NM,NM,,4-21
56,4,account number,Bisherige Debitoren Kto. Nr.,0,O,NM,NM,4/14/99,4-21
56,5,account number,Bisherige Debitoren Kto. Nr.,0,O,NM,NM,7/8/00,4-21
56,6,Price Type,Kostenart,205,O,ID,ID,9/1/03,
56,7,Price Type,Kostenart,205,O,ID,ID,10/26/07,
56,9,Name of Second Alternate Coding System,,396,O,ID,ID,3/18/14,
56,61,Price Type,Kostenart,205,O,ID,ID,5/10/07,
56,81,Name of Second Alternate Coding System,,396,O,ID,ID,3/29/13,
56,91,Name of Second Alternate Coding System,,396,O,ID,ID,11/2/14,
57,1,STOCK LOCATION,Lagerort,0,O,ST,ST,,
57,2,unique placer id,Auftragsnr. des Anforderers / d. anf. Stelle,0,O,ID,ID,,
57,6,From Value,Mindestbetrag,0,O,NM,NM,9/1/03,
57,7,From Value,Mindestbetrag,0,O,NM,NM,10/28/07,
57,9,Second Alternate Coding System Version ID,,0,O,ST,ST,3/18/14,
57,61,From Value,Mindestbetrag,0,O,NM,NM,5/10/07,
57,81,Second Alternate Coding System Version ID,,0,O,ST,ST,3/29/13,
57,91,Second Alternate Coding System Version ID,,0,O,ST,ST,11/2/14,
58,1,ERROR CODE AND LOCATION,Fehlernummer und -ort,0,O,ST,ST,,
58,2,placer application,,0,O,ID,ID,,
58,6,To Value,Höchstbetrag,0,O,NM,NM,9/1/03,
58,7,To Value,Höchstbetrag,0,O,NM,NM,10/28/07,
58,9,Coding System OID,,0,O,ST,ST,3/18/14,
58,61,To Value,Höchstbetrag,0,O,NM,NM,5/10/07,
58,81,Coding System OID,,0,O,ST,ST,3/29/13,
58,91,Coding System OID,,0,O,ST,ST,11/2/14,
59,1,SUBSTITUTE ALLOWED,Substitution erlaubt,0,O,ST,ST,,
59,2,unique filler id,Bearbeitungsnr. der Leistungsstelle,0,O,ID,ID,,
59,6,Range Units,Einheit für Mindest-/Höchstbetrag,0,O,CE,CE,9/1/03,
59,7,Range Units,Einheit für Mindest-/Höchstbetrag,0,O,CWE,CWE,10/28/07,
59,9,Value Set OID,,0,O,ST,ST,3/18/14,
59,61,Range Units,Einheit für Mindest-/Höchstbetrag,0,O,CE,CE,5/10/07,
59,81,Value Set OID,,0,O,ST,ST,3/29/13,
59,91,Value Set OID,,0,O,ST,ST,11/2/14,
60,1,ROUTE,Applikationsweg,0,O,ST,ST,,
60,2,filler application ID,,0,O,ID,ID,,
60,6,Range Type,anteilige Berechnung,298,O,ID,ID,9/1/03,
60,7,Range Type,anteilige Berechnung,298,O,ID,ID,10/26/07,
60,9,Value Set Version ID,,0,O,DTM,DTM,3/18/14,
60,61,Range Type,anteilige Berechnung,298,O,ID,ID,5/10/07,
60,81,Value Set Version ID,,0,O,DTM,DTM,3/29/13,
60,91,Value Set Version ID,,0,O,DTM,DTM,11/2/14,
61,1,IV SOLUTION RATE,IV-Infusionsrate,0,O,ST,ST,,
61,2,unique group id,Auftragsgruppennr.,0,O,ID,ID,,4-16
61,6,Quantity,Menge,0,O,NM,NM,9/1/03,
61,7,Quantity,Menge,0,O,NM,NM,10/28/07,
61,9,Alternate Coding System OID,,0,O,ST,ST,3/18/14,
61,61,Quantity,Menge,0,O,NM,NM,5/10/07,
61,81,Alternate Coding System OID,,0,O,ST,ST,3/29/13,
61,91,Alternate Coding System OID,,0,O,ST,ST,11/2/14,
62,1,DRUG STRENGTH,Arzneimitteldosierung pro Einheit,0,O,ST,ST,,
62,2,placer application id,,0,O,ID,ID,,4-16
62,3,placer application ID,,0,O,ID,ID,,
62,4,placer application ID,,0,O,ID,ID,4/14/99,
62,5,placer application ID,,0,O,ID,ID,7/8/00,
62,6,Units,Einheit,0,O,CE,CE,9/1/03,
62,7,Units,Einheit,0,O,CWE,CWE,10/28/07,
62,9,Alternate Value Set OID,,0,O,ST,ST,3/18/14,
62,61,Units,Einheit,0,O,CE,CE,5/10/07,
62,81,Alternate Value Set OID,,0,O,ST,ST,3/29/13,
62,91,Alternate Value Set OID,,0,O,ST,ST,11/2/14,
63,1,DRUG DOSE,Arzneitmittelgesamtdosis,0,O,ST,ST,,
63,2,Quantity,Menge,0,O,CQ,CQ_QUANTITY,,4-17
63,3,quantity,Menge,0,O,CQ,CQ,7/8/00,
63,4,quantity,Menge,0,O,CQ,CQ,7/8/00,
63,5,quantity,Menge,0,O,CQ,CQ,7/8/00,
63,6,Channel Sensitivity,,0,O,NM,NM,9/1/03,
63,7,Channel Sensitivity,,0,O,NM,NM,10/28/07,
63,9,Alternate Value Set Version ID,,0,O,DTM,DTM,3/18/14,
63,61,Channel Sensitivity,,0,O,NM,NM,5/10/07,
63,81,Alternate Value Set Version ID,,0,O,DTM,DTM,3/29/13,
63,91,Alternate Value Set Version ID,,0,O,DTM,DTM,11/2/14,
64,1,FINAL CONCENTRATION,Endkonzentration in der Infusionslösung,0,O,ST,ST,,
64,2,interval,Intervall,0,O,CM,CM_RI,,4-17
64,3,interval,Intervall,0,O,CM,CM_RI,,
64,4,interval,Intervall,0,O,RI,RI,4/14/99,
64,5,interval,Intervall,0,O,RI,RI,7/8/00,
64,6,Unit of Measure Identifier,,0,O,ST,ST,9/1/03,
64,7,Unit of Measure Identifier,,0,O,ST,ST,10/28/07,
64,9,Second Alternate Coding System OID,,0,O,ST,ST,3/18/14,
64,61,Unit of Measure Identifier,,0,O,ST,ST,5/10/07,
64,81,Second Alternate Coding System OID,,0,O,ST,ST,3/29/13,
64,91,Second Alternate Coding System OID,,0,O,ST,ST,11/2/14,
65,1,FINAL VOLUME IN ML.,Endvolumen in Milliliter,0,O,ST,ST,,
65,2,duration,Dauer,0,O,ST,ST,,4-18
65,3,duration,Dauer,0,O,ST,ST,7/8/00,
65,4,duration,Dauer,0,O,ST,ST,7/8/00,
65,5,duration,Dauer,0,O,ST,ST,7/8/00,
65,6,Unit of Measure Description,,0,O,ST,ST,9/1/03,
65,7,Unit of Measure Description,,0,O,ST,ST,10/28/07,
65,9,Second Alternate Value Set OID,,0,O,ST,ST,3/18/14,
65,61,Unit of Measure Description,,0,O,ST,ST,5/10/07,
65,81,Second Alternate Value Set OID,,0,O,ST,ST,3/29/13,
65,91,Second Alternate Value Set OID,,0,O,ST,ST,11/2/14,
66,1,DRUG ROLE,Arzneitmittelfunktion,0,O,ST,ST,,
66,2,start date/time,Startzeitpunkt,0,O,TS,TS,,4-18
66,3,start date/time,Startzeitpunkt,0,O,TS,TS,,
66,4,start date/time,Startzeitpunkt,0,O,TS,TS,4/14/99,
66,5,start date/time,Startzeitpunkt,0,O,TS,TS,7/8/00,
66,6,Unit of Measure Coding System,,396,O,ID,ID,9/1/03,
66,7,Unit of Measure Coding System,,396,O,ID,ID,10/26/07,
66,9,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/18/14,
66,61,Unit of Measure Coding System,,396,O,ID,ID,5/10/07,
66,81,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/29/13,
66,91,Second Alternate Value Set Version ID,,0,O,DTM,DTM,11/2/14,
67,1,DATA LINE,,0,O,ST,ST,,
67,2,end date/time,Endzeitpunkt,0,O,TS,TS,,4-18
67,3,end date/time,Endzeitpunkt,0,O,TS,TS,,
67,4,end date/time,Endzeitpunkt,0,O,TS,TS,4/14/99,
67,5,end date/time,Endzeitpunkt,0,O,TS,TS,7/8/00,
67,6,Alternate Unit of Measure Identifier,,0,O,ST,ST,9/1/03,
67,7,Alternate Unit of Measure Identifier,,0,O,ST,ST,10/28/07,
67,9,ID Number,Identifikator,0,O,ST,ST,3/18/14,
67,61,Alternate Unit of Measure Identifier,,0,O,ST,ST,5/10/07,
67,81,ID Number,Identifikator,0,O,ST,ST,3/29/13,
67,91,ID Number,Identifikator,0,O,ST,ST,11/2/14,
68,2,priority,Priorität,0,O,ID,ID,,4-18
68,3,priority,Priorität,0,O,ST,ST,,
68,4,priority,Priorität,0,O,ST,ST,4/14/99,
68,5,priority,Priorität,0,O,ST,ST,7/8/00,
68,6,Alternate Unit of Measure Description,,0,O,ST,ST,9/1/03,
68,7,Alternate Unit of Measure Description,,0,O,ST,ST,10/28/07,
68,9,Family Name,Familienname,0,O,ST,ST,3/18/14,
68,61,Alternate Unit of Measure Description,,0,O,ST,ST,5/10/07,
68,81,Family Name,Familienname,0,O,ST,ST,3/29/13,
68,91,Family Name,Familienname,0,O,ST,ST,11/2/14,
69,1,LOGICAL BREAK POINT,,0,O,ST,ST,,
69,2,condition,Bedingung,0,O,ST,ST,,4-18
69,3,condition,Bedingung,0,O,ST,ST,,
69,4,condition,Bedingung,0,O,ST,ST,4/14/99,
69,5,condition,Bedingung,0,O,ST,ST,7/8/00,
69,6,Alternate Unit of Measure Coding System,,396,O,ID,ID,9/1/03,
69,7,Alternate Unit of Measure Coding System,,396,O,ID,ID,10/26/07,
69,9,Given Name,Vorname,0,O,ST,ST,3/18/14,
69,61,Alternate Unit of Measure Coding System,,396,O,ID,ID,5/10/07,
69,81,Given Name,Vorname,0,O,ST,ST,3/29/13,
69,91,Given Name,Vorname,0,O,ST,ST,11/2/14,
70,1,QUERY DATE/TIME,Abfrage Datum/zeit,0,O,ST,ST,,
70,2,text (TX),Beschreibungstext,0,O,TX,TX,,4-18
70,3,text (TX),Beschreibungstext,0,O,TX,TX,3/7/01,
70,5,text (TX),Beschreibungstext,0,O,TX,TX,7/8/00,
70,6,Identifier,Schlüssel,0,O,ST,ST,9/1/03,
70,7,Identifier,Schlüssel,0,O,ST,ST,10/28/07,
70,9,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,3/18/14,
70,61,Identifier,Schlüssel,0,O,ST,ST,5/10/07,
70,81,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,3/29/13,
70,91,Second and Further Given Names or Initials Thereof,weitere Vornamen oder Initialien,0,O,ST,ST,11/2/14,
71,1,QUERY FORMAT CODE,Abfrage Format Code,0,O,ST,ST,,
71,2,conjunction,,0,O,ID,ID,,4-18
71,3,conjunction,,0,O,ST,ST,,
71,4,conjunction,,0,O,ST,ST,4/14/99,
71,5,conjunction component,Verknüpfung,472,O,ID,ID,7/8/00,
71,6,Text,Text,0,O,ST,ST,9/1/03,
71,7,Text,Text,0,O,ST,ST,10/28/07,
71,9,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,3/18/14,
71,61,Text,Text,0,O,ST,ST,5/10/07,
71,81,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,3/29/13,
71,91,"Suffix (e.g., JR or III)",Namenszusatz,0,O,ST,ST,11/2/14,
72,1,QUERY PRIORITY,Abfrage Priorität,0,O,ST,ST,,
72,2,order sequencing,,0,O,ST,ST,,4-18
72,3,order sequencing,,0,O,CM,CM_OSD,2/2/01,
72,4,order sequencing,,0,O,OSD,OSD,2/2/01,
72,5,order sequencing,,0,O,OSD,OSD,2/2/01,
72,6,Name of Coding System,Kodiersystem,396,O,ID,ID,9/1/03,
72,7,Name of Coding System,Kodiersystem,396,O,ID,ID,10/26/07,
72,9,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/18/14,
72,61,Name of Coding System,Kodiersystem,396,O,ID,ID,5/10/07,
72,81,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,3/29/13,
72,91,"Prefix (e.g., DR)",Namensvorsatz,0,O,ST,ST,11/2/14,
73,1,QUERY ID,Abfrage ID,0,O,ST,ST,,
73,2,parent's placer order number,,0,O,ST,ST,,
73,3,parent's placer order number,,0,O,EI,EI,,
73,4,parent's placer order number,,0,O,EI,EI,,
73,5,parent's placer order number,,0,O,EI,EI,,
73,6,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,9/1/03,
73,7,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,10/28/07,
73,9,"Degree (e.g., MD)",nicht mehr verwenden,360,O,IS,IS,3/18/14,
73,61,Alternate Identifier,alternativer Schlüssel,0,O,ST,ST,5/10/07,
73,81,"Degree (e.g., MD)",nicht mehr verwenden,360,O,IS,IS,3/29/13,
73,91,"Degree (e.g., MD)",nicht mehr verwenden,360,O,IS,IS,11/2/14,
74,1,DEFERRED RESPONSE TYPE,zeitverzögerter Antworttyp,0,O,ST,ST,,
74,2,parent's filler order number,,0,O,ST,ST,,
74,3,parent's filler order number,,0,O,EI,EI,,
74,4,parent's filler order number,,0,O,EI,EI,,
74,5,parent's filler order number,,0,O,EI,EI,,
74,6,Alternate Text,alternativer Text,0,O,ST,ST,9/1/03,
74,7,Alternate Text,alternativer Text,0,O,ST,ST,10/28/07,
74,9,Source Table,Quelle der ID,297,O,IS,IS,3/18/14,
74,61,Alternate Text,alternativer Text,0,O,ST,ST,5/10/07,
74,81,Source Table,Quelle der ID,297,O,IS,IS,3/29/13,
74,91,Source Table,Quelle der ID,297,O,IS,IS,11/2/14,
75,1,DEFERRED RESPONSE DATE/TIME,zeitverzögerter Antwortdatum,0,O,ST,ST,,
75,2,ID number,Identifikator,0,O,ID,ID,,4-17
75,6,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,9/1/03,
75,7,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,10/26/07,
75,9,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/18/14,
75,61,Name of Alternate Coding System,alternatives Kodiersystem,396,O,ID,ID,5/10/07,
75,81,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/29/13,
75,91,Assigning Authority   - Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,11/2/14,
76,6,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,9/1/03,
76,7,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,10/28/07,
76,9,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,3/18/14,
76,61,Coding System Version ID,Version des Kodiersystems,0,O,ST,ST,5/10/07,
76,81,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,3/29/13,
76,91,Assigning Authority  - Universal ID,"ausgebende Instanz - Identifikator, univers. Form",0,O,ST,ST,11/2/14,
77,1,CONTINUATION POINTER,,0,O,ST,ST,,
77,2,When to Charge,Abrechnungszeitpunkt,100,O,ID,ID,,
77,6,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,9/1/03,
77,7,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,10/28/07,
77,9,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,3/18/14,
77,61,Alternate Coding System Version ID,Version des alternativen Kodiersystems,0,O,ST,ST,5/10/07,
77,81,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,3/29/13,
77,91,Assigning Authority  - Universal ID Type,ausgebende Instanz - Typ der Universal ID,301,O,ID,ID,11/2/14,
78,1,WHO SUBJECT FILTER,Abfrage Objekt,0,O,ST,ST,,
78,2,date/time,Zeitpunkt,0,O,TS,TS,,4-19
78,3,date/time,Zeitpunkt,0,O,TS,TS,,
78,4,date/time,Zeitpunkt,0,O,TS,TS,4/14/99,
78,5,date/time,Zeitpunkt,0,O,TS,TS,7/8/00,
78,6,Original Text,Originaltext,0,O,ST,ST,9/1/03,
78,7,Original Text,Originaltext,0,O,ST,ST,10/28/07,
78,9,Price,Wert,0,O,MO,MO,3/18/14,
78,61,Original Text,Originaltext,0,O,ST,ST,5/10/07,
78,81,Price,Wert,0,O,MO,MO,3/29/13,
78,91,Price,Wert,0,O,MO,MO,11/2/14,
79,6,ID Number,Identifikator,0,O,ST,ST,9/1/03,
79,7,ID Number,Identifikator,0,O,ST,ST,10/28/07,
79,9,Price Type,Kostenart,205,O,ID,ID,3/18/14,
79,61,ID Number,Identifikator,0,O,ST,ST,5/10/07,
79,81,Price Type,Kostenart,205,O,ID,ID,3/29/13,
79,91,Price Type,Kostenart,205,O,ID,ID,11/2/14,
80,1,WHAT DEPARTMENT DATA CODE,Abfragae Merkmals-Code,0,O,ST,ST,,
80,2,quantity,Menge,0,O,ST,ST,,
80,3,quantity,Menge,0,O,NM,NM,,10-34
80,4,quantity,Menge,0,O,NM,NM,4/14/99,10-34
80,5,quantity,Menge,0,O,NM,NM,7/8/00,10-34
80,6,Check Digit,Prüfziffer,0,O,ST,ST,9/1/03,
80,7,Identifier Check Digit,Prüfziffer,0,O,ST,ST,10/28/07,
80,9,From Value,Mindestbetrag,0,O,NM,NM,3/18/14,
80,61,Check Digit,Prüfziffer,0,O,ST,ST,5/10/07,
80,81,From Value,Mindestbetrag,0,O,NM,NM,3/29/13,
80,91,From Value,Mindestbetrag,0,O,NM,NM,11/2/14,
81,1,WHAT DATA CODE VALUE QUAL.,Merkmalsgrenzen,0,O,ST,ST,,
81,2,units,Einheit,0,O,ST,ST,,
81,3,units,Einheit,0,O,CE,CE,,
81,4,units,Einheit,0,O,CE,CE,4/14/99,
81,5,units,Einheit,0,O,CE,CE,7/8/00,
81,6,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,9/1/03,
81,7,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,10/26/07,
81,9,To Value,Höchstbetrag,0,O,NM,NM,3/18/14,
81,61,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,5/10/07,
81,81,To Value,Höchstbetrag,0,O,NM,NM,3/29/13,
81,91,To Value,Höchstbetrag,0,O,NM,NM,11/2/14,
82,1,WHERE SUBJECT FILTER,Abfrage Adressat,0,O,ST,ST,,
82,2,Specimen source name or code,Zeitpunkt des Eingangs im Labor,0,O,CE,CE,,4-31
82,3,specimen source name or code,Zeitpunkt des Eingangs im Labor,70,O,CE,CE,,4-33
82,4,specimen source name or code,Zeitpunkt des Eingangs im Labor,70,O,CE,CE,4/14/99,4-33
82,5,specimen source name or code,Zeitpunkt des Eingangs im Labor,70,O,CE,CE_0070,7/8/00,4-33
82,6,Assigning Authority,ausgebende Instanz,363,O,HD,HD,9/1/03,
82,7,Assigning Authority,ausgebende Instanz,363,O,HD,HD,10/26/07,
82,9,Range Units,Einheit für Mindest-/Höchstbetrag,0,O,CWE,CWE,3/18/14,
